project,timestamp,ntasks,nchunks,nfound,seconds
wescon-tools,2026-06-30 16:30:19.357,774,1,774,1.174
wescon-tools,2026-06-30 16:30:19.390,18,1,18,0.027
wescon-tools,2026-06-30 16:30:25.912,1465,2,1465,5.423
wescon-tools,2026-06-30 16:30:26.354,18,1,18,0.271
wescon-tools,2026-06-30 16:30:26.444,18,1,18,0.084
wescon-tools,2026-06-30 16:30:27.119,216,1,216,0.651
wescon-tools,2026-06-30 16:30:27.197,18,1,0,0.053
wescon-tools,2026-06-30 16:30:27.332,36,1,36,0.133
wescon-tools,2026-06-30 16:30:27.374,2,1,2,0.035
wescon-tools,2026-06-30 16:30:28.727,774,1,774,1.348
wescon-tools,2026-06-30 16:30:31.451,774,1,774,2.722
wescon-tools,2026-06-30 16:30:31.609,18,1,18,0.157
wescon-tools,2026-06-30 16:30:41.260,1465,2,1465,9.005
wescon-tools,2026-06-30 16:30:41.401,18,1,18,0.055
wescon-tools,2026-06-30 16:30:41.437,18,1,18,0.033
wescon-tools,2026-06-30 16:30:41.766,216,1,216,0.328
wescon-tools,2026-06-30 16:30:41.781,18,1,0,0.015
wescon-tools,2026-06-30 16:30:41.851,36,1,36,0.069
wescon-tools,2026-06-30 16:30:41.869,2,1,2,0.017
wescon-tools,2026-06-30 16:54:27.863,774,1,774,2.733
wescon-tools,2026-06-30 16:54:29.894,774,1,774,2.009
wescon-tools,2026-06-30 16:54:30.032,18,1,18,0.129
wescon-tools,2026-06-30 16:54:37.546,1465,2,1465,5.474
wescon-tools,2026-06-30 16:54:37.911,18,1,18,0.109
wescon-tools,2026-06-30 16:54:37.983,18,1,18,0.064
wescon-tools,2026-06-30 16:54:38.272,216,1,216,0.266
wescon-tools,2026-06-30 16:54:38.308,18,1,0,0.016
wescon-tools,2026-06-30 16:54:38.349,36,1,36,0.041
wescon-tools,2026-06-30 16:54:38.362,2,1,2,0.007
wescon-tools,2026-06-30 17:00:07.509,774,1,774,0.922
wescon-tools,2026-06-30 17:00:08.613,774,1,774,1.077
wescon-tools,2026-06-30 17:00:08.688,18,1,18,0.068
wescon-tools,2026-06-30 17:00:17.216,1465,2,1465,7.027
wescon-tools,2026-06-30 17:00:17.467,18,1,18,0.076
wescon-tools,2026-06-30 17:00:17.510,18,1,18,0.038
wescon-tools,2026-06-30 17:00:18.005,216,1,216,0.476
wescon-tools,2026-06-30 17:00:18.053,18,1,0,0.027
wescon-tools,2026-06-30 17:00:18.160,36,1,36,0.106
wescon-tools,2026-06-30 17:00:18.212,2,1,2,0.046
wescon-tools,2026-06-30 17:00:19.911,774,1,774,1.695
wescon-tools,2026-06-30 17:00:20.627,774,1,774,0.714
wescon-tools,2026-06-30 17:00:20.644,18,1,18,0.017
wescon-tools,2026-06-30 17:00:26.700,1465,2,1465,5.434
wescon-tools,2026-06-30 17:00:26.927,18,1,18,0.073
wescon-tools,2026-06-30 17:00:26.982,18,1,18,0.054
wescon-tools,2026-06-30 17:00:27.577,216,1,216,0.591
wescon-tools,2026-06-30 17:00:27.617,18,1,0,0.041
wescon-tools,2026-06-30 17:00:27.711,36,1,36,0.093
wescon-tools,2026-06-30 17:00:27.744,2,1,2,0.033
wescon-tools,2026-06-30 17:15:21.413,774,1,774,2.640
wescon-tools,2026-06-30 17:15:24.393,774,1,774,2.929
wescon-tools,2026-06-30 17:15:24.500,18,1,18,0.099
wescon-tools,2026-06-30 17:15:35.068,1465,2,1465,9.173
wescon-tools,2026-06-30 17:15:35.394,18,1,18,0.104
wescon-tools,2026-06-30 17:15:35.507,18,1,18,0.110
wescon-tools,2026-06-30 17:15:36.039,216,1,216,0.505
wescon-tools,2026-06-30 17:15:36.100,18,1,0,0.041
wescon-tools,2026-06-30 17:15:36.188,36,1,36,0.088
wescon-tools,2026-06-30 17:15:36.210,2,1,2,0.017
wescon-tools,2026-07-01 15:40:48.092,774,1,774,0.486
wescon-tools,2026-07-01 15:40:48.502,774,1,774,0.388
wescon-tools,2026-07-01 15:40:48.522,18,1,18,0.013
wescon-tools,2026-07-01 15:40:51.170,1465,2,1465,2.071
wescon-tools,2026-07-01 15:40:51.266,18,1,18,0.020
wescon-tools,2026-07-01 15:40:51.281,18,1,18,0.012
wescon-tools,2026-07-01 15:40:51.401,216,1,216,0.096
wescon-tools,2026-07-01 15:40:51.427,18,1,18,0.007
wescon-tools,2026-07-01 15:40:51.449,36,1,36,0.021
wescon-tools,2026-07-01 15:40:51.459,2,1,2,0.005
wescon-tools,2026-07-01 15:40:51.876,774,1,774,0.413
wescon-tools,2026-07-01 15:40:52.247,774,1,774,0.369
wescon-tools,2026-07-01 15:40:52.260,18,1,18,0.013
wescon-tools,2026-07-01 15:40:54.584,1465,2,1465,2.063
wescon-tools,2026-07-01 15:40:54.612,18,1,18,0.026
wescon-tools,2026-07-01 15:40:54.629,18,1,18,0.014
wescon-tools,2026-07-01 15:40:54.755,216,1,216,0.126
wescon-tools,2026-07-01 15:40:54.766,18,1,18,0.011
wescon-tools,2026-07-01 15:40:54.790,36,1,36,0.024
wescon-tools,2026-07-01 15:40:54.795,2,1,2,0.005
wescon-tools,2026-07-01 15:43:04.849,774,1,774,0.477
wescon-tools,2026-07-01 15:43:05.232,774,1,774,0.365
wescon-tools,2026-07-01 15:43:05.250,18,1,18,0.013
wescon-tools,2026-07-01 15:43:07.551,1465,2,1465,1.956
wescon-tools,2026-07-01 15:43:07.647,18,1,18,0.020
wescon-tools,2026-07-01 15:43:07.664,18,1,18,0.012
wescon-tools,2026-07-01 15:43:07.774,216,1,216,0.091
wescon-tools,2026-07-01 15:43:07.800,18,1,18,0.007
wescon-tools,2026-07-01 15:43:07.822,36,1,36,0.021
wescon-tools,2026-07-01 15:43:07.832,2,1,2,0.005
wescon-tools,2026-07-01 15:43:31.434,774,1,774,0.413
wescon-tools,2026-07-01 15:43:31.965,774,1,774,0.515
wescon-tools,2026-07-01 15:43:31.991,18,1,18,0.020
wescon-tools,2026-07-01 15:43:34.216,1465,2,1465,1.895
wescon-tools,2026-07-01 15:43:34.315,18,1,18,0.022
wescon-tools,2026-07-01 15:43:34.330,18,1,18,0.012
wescon-tools,2026-07-01 15:43:34.448,216,1,216,0.095
wescon-tools,2026-07-01 15:43:34.489,18,1,18,0.019
wescon-tools,2026-07-01 15:43:34.546,36,1,36,0.056
wescon-tools,2026-07-01 15:43:34.556,2,1,2,0.004
wescon-tools,2026-07-01 15:43:47.972,774,1,774,0.413
wescon-tools,2026-07-01 15:43:48.354,774,1,774,0.365
wescon-tools,2026-07-01 15:43:48.371,18,1,18,0.012
wescon-tools,2026-07-01 15:43:50.431,1465,2,1465,1.731
wescon-tools,2026-07-01 15:43:50.528,18,1,18,0.021
wescon-tools,2026-07-01 15:43:50.548,18,1,18,0.012
wescon-tools,2026-07-01 15:43:50.651,216,1,216,0.083
wescon-tools,2026-07-01 15:43:50.677,18,1,18,0.007
wescon-tools,2026-07-01 15:43:50.697,36,1,36,0.019
wescon-tools,2026-07-01 15:43:50.706,2,1,2,0.004
wescon-tools,2026-07-01 15:44:21.578,63,1,63,0.057
wescon-tools,2026-07-01 15:44:21.627,63,1,63,0.038
wescon-tools,2026-07-01 15:44:21.634,1,1,1,0.004
wescon-tools,2026-07-01 15:44:22.099,134,1,134,0.158
wescon-tools,2026-07-01 15:44:22.149,1,1,1,0.005
wescon-tools,2026-07-01 15:44:22.154,1,1,1,0.004
wescon-tools,2026-07-01 15:44:22.183,12,1,12,0.010
wescon-tools,2026-07-01 15:44:22.203,1,1,1,0.003
wescon-tools,2026-07-01 15:44:22.210,2,1,2,0.006
wescon-tools,2026-07-01 15:44:22.215,0,0,0,0.000
wescon-tools,2026-07-01 16:00:00.918,774,1,774,0.521
wescon-tools,2026-07-01 16:00:01.316,774,1,774,0.381
wescon-tools,2026-07-01 16:00:01.334,18,1,18,0.013
wescon-tools,2026-07-01 16:00:03.502,1465,2,1465,1.828
wescon-tools,2026-07-01 16:00:03.597,18,1,18,0.020
wescon-tools,2026-07-01 16:00:03.611,18,1,18,0.012
wescon-tools,2026-07-01 16:00:03.719,216,1,216,0.088
wescon-tools,2026-07-01 16:00:03.744,18,1,18,0.008
wescon-tools,2026-07-01 16:00:03.767,36,1,36,0.022
wescon-tools,2026-07-01 16:00:03.777,2,1,2,0.005
wescon-tools,2026-07-01 16:00:04.240,774,1,774,0.460
wescon-tools,2026-07-01 16:00:04.599,774,1,774,0.357
wescon-tools,2026-07-01 16:00:04.613,18,1,18,0.012
wescon-tools,2026-07-01 16:00:06.228,1465,2,1465,1.350
wescon-tools,2026-07-01 16:00:06.251,18,1,18,0.021
wescon-tools,2026-07-01 16:00:06.263,18,1,18,0.011
wescon-tools,2026-07-01 16:00:06.341,216,1,216,0.077
wescon-tools,2026-07-01 16:00:06.348,18,1,18,0.007
wescon-tools,2026-07-01 16:00:06.367,36,1,36,0.019
wescon-tools,2026-07-01 16:00:06.371,2,1,2,0.004
wescon-tools,2026-07-01 16:00:50.197,774,1,774,0.481
wescon-tools,2026-07-01 16:00:50.815,774,1,774,0.602
wescon-tools,2026-07-01 16:00:50.841,18,1,18,0.020
wescon-tools,2026-07-01 16:00:54.291,1465,2,1465,3.141
wescon-tools,2026-07-01 16:00:54.401,18,1,18,0.032
wescon-tools,2026-07-01 16:00:54.428,18,1,18,0.025
wescon-tools,2026-07-01 16:00:54.618,216,1,216,0.171
wescon-tools,2026-07-01 16:00:54.646,18,1,18,0.010
wescon-tools,2026-07-01 16:00:54.673,36,1,36,0.027
wescon-tools,2026-07-01 16:00:54.683,2,1,2,0.005
wescon-tools,2026-07-01 16:00:54.690,1,1,1,0.004
wescon-tools,2026-07-01 16:00:54.742,18,1,18,0.018
wescon-tools,2026-07-01 16:00:54.746,1,1,1,0.004
wescon-tools,2026-07-01 16:00:54.788,18,1,18,0.007
wescon-tools,2026-07-01 16:00:54.796,1,1,1,0.008
wescon-tools,2026-07-01 16:00:54.842,18,1,18,0.012
wescon-tools,2026-07-01 16:00:54.855,1,1,1,0.012
wescon-tools,2026-07-01 16:00:54.892,18,1,18,0.003
wescon-tools,2026-07-01 16:00:54.895,1,1,1,0.003
wescon-tools,2026-07-01 16:00:54.932,18,1,18,0.002
wescon-tools,2026-07-01 16:00:54.935,1,1,1,0.003
wescon-tools,2026-07-01 16:00:54.972,18,1,18,0.003
wescon-tools,2026-07-01 16:00:54.977,1,1,1,0.004
wescon-tools,2026-07-01 16:00:55.013,18,1,18,0.002
wescon-tools,2026-07-01 16:00:55.017,1,1,1,0.003
wescon-tools,2026-07-01 16:00:55.054,18,1,18,0.003
wescon-tools,2026-07-01 16:00:55.059,1,1,1,0.004
wescon-tools,2026-07-01 16:00:55.096,18,1,18,0.003
wescon-tools,2026-07-01 16:00:55.099,1,1,1,0.003
wescon-tools,2026-07-01 16:00:55.135,18,1,18,0.002
wescon-tools,2026-07-01 16:00:55.139,1,1,1,0.003
wescon-tools,2026-07-01 16:00:55.176,18,1,18,0.003
wescon-tools,2026-07-01 16:00:55.181,1,1,1,0.005
wescon-tools,2026-07-01 16:00:55.218,18,1,18,0.002
wescon-tools,2026-07-01 16:00:55.222,1,1,1,0.004
wescon-tools,2026-07-01 16:00:55.259,18,1,18,0.002
wescon-tools,2026-07-01 16:00:55.263,1,1,1,0.004
wescon-tools,2026-07-01 16:00:55.300,18,1,18,0.002
wescon-tools,2026-07-01 16:00:55.304,1,1,1,0.004
wescon-tools,2026-07-01 16:00:55.357,18,1,18,0.018
wescon-tools,2026-07-01 16:00:55.362,1,1,1,0.005
wescon-tools,2026-07-01 16:00:55.400,18,1,18,0.003
wescon-tools,2026-07-01 16:00:55.408,1,1,1,0.009
wescon-tools,2026-07-01 16:00:55.445,18,1,18,0.002
wescon-tools,2026-07-01 16:00:55.450,1,1,1,0.004
wescon-tools,2026-07-01 16:00:55.508,18,1,18,0.024
wescon-tools,2026-07-01 16:00:55.543,1,1,1,0.035
wescon-tools,2026-07-01 16:00:55.578,18,1,18,0.003
wescon-tools,2026-07-01 16:00:55.582,1,1,1,0.004
wescon-tools,2026-07-01 16:00:55.617,18,1,18,0.002
wescon-tools,2026-07-01 16:00:55.621,1,1,1,0.004
wescon-tools,2026-07-01 16:00:55.678,18,1,18,0.024
wescon-tools,2026-07-01 16:00:55.688,1,1,1,0.010
wescon-tools,2026-07-01 16:00:55.723,18,1,18,0.003
wescon-tools,2026-07-01 16:00:55.727,1,1,1,0.004
wescon-tools,2026-07-01 16:00:55.762,18,1,18,0.002
wescon-tools,2026-07-01 16:00:55.766,1,1,1,0.004
wescon-tools,2026-07-01 16:00:55.801,18,1,18,0.003
wescon-tools,2026-07-01 16:00:55.806,1,1,1,0.005
wescon-tools,2026-07-01 16:00:55.852,18,1,18,0.013
wescon-tools,2026-07-01 16:00:55.860,1,1,1,0.008
wescon-tools,2026-07-01 16:00:55.946,18,1,18,0.008
wescon-tools,2026-07-01 16:00:55.952,1,1,1,0.006
wescon-tools,2026-07-01 16:00:55.989,18,1,18,0.002
wescon-tools,2026-07-01 16:00:55.992,1,1,1,0.004
wescon-tools,2026-07-01 16:00:56.028,18,1,18,0.003
wescon-tools,2026-07-01 16:00:56.032,1,1,1,0.004
wescon-tools,2026-07-01 16:00:56.067,18,1,18,0.002
wescon-tools,2026-07-01 16:00:56.070,1,1,1,0.003
wescon-tools,2026-07-01 16:00:56.112,18,1,18,0.009
wescon-tools,2026-07-01 16:00:56.152,1,1,1,0.040
wescon-tools,2026-07-01 16:00:56.202,18,1,18,0.016
wescon-tools,2026-07-01 16:00:56.207,1,1,1,0.006
wescon-tools,2026-07-01 16:00:56.243,18,1,18,0.003
wescon-tools,2026-07-01 16:00:56.248,1,1,1,0.004
wescon-tools,2026-07-01 16:00:56.284,18,1,18,0.003
wescon-tools,2026-07-01 16:00:56.287,1,1,1,0.004
wescon-tools,2026-07-01 16:00:56.325,18,1,18,0.005
wescon-tools,2026-07-01 16:00:56.334,1,1,1,0.009
wescon-tools,2026-07-01 16:00:56.401,18,1,18,0.034
wescon-tools,2026-07-01 16:00:56.418,1,1,1,0.017
wescon-tools,2026-07-01 16:00:56.456,18,1,18,0.005
wescon-tools,2026-07-01 16:00:56.472,1,1,1,0.016
wescon-tools,2026-07-01 16:00:56.512,18,1,18,0.007
wescon-tools,2026-07-01 16:00:56.519,1,1,1,0.007
wescon-tools,2026-07-01 16:00:56.554,18,1,18,0.002
wescon-tools,2026-07-01 16:00:56.558,1,1,1,0.004
wescon-tools,2026-07-01 16:00:56.593,18,1,18,0.003
wescon-tools,2026-07-01 16:00:56.598,1,1,1,0.005
wescon-tools,2026-07-01 16:00:56.635,18,1,18,0.002
wescon-tools,2026-07-01 16:00:56.638,1,1,1,0.004
wescon-tools,2026-07-01 16:00:56.674,18,1,18,0.002
wescon-tools,2026-07-01 16:00:56.679,1,1,1,0.005
wescon-tools,2026-07-01 16:00:56.719,18,1,18,0.008
wescon-tools,2026-07-01 16:00:56.731,1,1,1,0.012
wescon-tools,2026-07-01 16:00:56.803,18,1,18,0.039
wescon-tools,2026-07-01 16:00:56.825,1,1,1,0.023
wescon-tools,2026-07-01 16:00:56.861,18,1,18,0.003
wescon-tools,2026-07-01 16:00:56.867,1,1,1,0.006
wescon-tools,2026-07-01 16:00:56.902,18,1,18,0.002
wescon-tools,2026-07-01 16:00:56.906,1,1,1,0.004
wescon-tools,2026-07-01 16:00:56.944,18,1,18,0.005
wescon-tools,2026-07-01 16:00:56.952,1,1,1,0.007
wescon-tools,2026-07-01 16:00:56.987,18,1,18,0.002
wescon-tools,2026-07-01 16:00:56.990,1,1,1,0.003
wescon-tools,2026-07-01 16:00:57.025,18,1,18,0.002
wescon-tools,2026-07-01 16:00:57.029,1,1,1,0.004
wescon-tools,2026-07-01 16:00:57.065,18,1,18,0.002
wescon-tools,2026-07-01 16:00:57.068,1,1,1,0.003
wescon-tools,2026-07-01 16:00:57.103,18,1,18,0.002
wescon-tools,2026-07-01 16:00:57.107,1,1,1,0.004
wescon-tools,2026-07-01 16:00:57.142,18,1,18,0.002
wescon-tools,2026-07-01 16:00:57.146,1,1,1,0.004
wescon-tools,2026-07-01 16:00:57.191,18,1,18,0.012
wescon-tools,2026-07-01 16:00:57.200,1,1,1,0.009
wescon-tools,2026-07-01 16:00:57.236,18,1,18,0.003
wescon-tools,2026-07-01 16:00:57.240,1,1,1,0.004
wescon-tools,2026-07-01 16:00:57.275,18,1,18,0.002
wescon-tools,2026-07-01 16:00:57.280,1,1,1,0.004
wescon-tools,2026-07-01 16:00:57.316,18,1,18,0.003
wescon-tools,2026-07-01 16:00:57.320,1,1,1,0.004
wescon-tools,2026-07-01 16:00:57.356,18,1,18,0.003
wescon-tools,2026-07-01 16:00:57.364,1,1,1,0.007
wescon-tools,2026-07-01 16:00:57.399,18,1,18,0.002
wescon-tools,2026-07-01 16:00:57.403,1,1,1,0.003
wescon-tools,2026-07-01 16:00:57.438,18,1,18,0.003
wescon-tools,2026-07-01 16:00:57.443,1,1,1,0.004
wescon-tools,2026-07-01 16:00:57.478,18,1,18,0.002
wescon-tools,2026-07-01 16:00:57.482,1,1,1,0.004
wescon-tools,2026-07-01 16:00:57.517,18,1,18,0.002
wescon-tools,2026-07-01 16:00:57.521,1,1,1,0.004
wescon-tools,2026-07-01 16:00:57.556,18,1,18,0.002
wescon-tools,2026-07-01 16:00:57.560,1,1,1,0.004
wescon-tools,2026-07-01 16:00:57.596,18,1,18,0.002
wescon-tools,2026-07-01 16:00:57.600,1,1,1,0.004
wescon-tools,2026-07-01 16:00:57.635,18,1,18,0.002
wescon-tools,2026-07-01 16:00:57.639,1,1,1,0.004
wescon-tools,2026-07-01 16:00:57.674,18,1,18,0.002
wescon-tools,2026-07-01 16:00:57.678,1,1,1,0.004
wescon-tools,2026-07-01 16:00:57.713,18,1,18,0.002
wescon-tools,2026-07-01 16:00:57.716,1,1,1,0.003
wescon-tools,2026-07-01 16:00:57.757,18,1,18,0.008
wescon-tools,2026-07-01 16:00:57.793,1,1,1,0.036
wescon-tools,2026-07-01 16:00:57.829,18,1,18,0.003
wescon-tools,2026-07-01 16:00:57.834,1,1,1,0.005
wescon-tools,2026-07-01 16:00:57.882,18,1,18,0.016
wescon-tools,2026-07-01 16:00:57.904,1,1,1,0.021
wescon-tools,2026-07-01 16:00:57.958,18,1,18,0.021
wescon-tools,2026-07-01 16:00:58.020,1,1,1,0.062
wescon-tools,2026-07-01 16:00:58.057,18,1,18,0.004
wescon-tools,2026-07-01 16:00:58.062,1,1,1,0.004
wescon-tools,2026-07-01 16:00:58.097,18,1,18,0.002
wescon-tools,2026-07-01 16:00:58.100,1,1,1,0.003
wescon-tools,2026-07-01 16:00:58.135,18,1,18,0.002
wescon-tools,2026-07-01 16:00:58.139,1,1,1,0.004
wescon-tools,2026-07-01 16:00:58.174,18,1,18,0.002
wescon-tools,2026-07-01 16:00:58.178,1,1,1,0.004
wescon-tools,2026-07-01 16:00:58.214,18,1,18,0.003
wescon-tools,2026-07-01 16:00:58.219,1,1,1,0.005
wescon-tools,2026-07-01 16:00:58.255,18,1,18,0.003
wescon-tools,2026-07-01 16:00:58.260,1,1,1,0.004
wescon-tools,2026-07-01 16:00:58.295,18,1,18,0.002
wescon-tools,2026-07-01 16:00:58.298,1,1,1,0.003
wescon-tools,2026-07-01 16:00:58.334,18,1,18,0.002
wescon-tools,2026-07-01 16:00:58.337,1,1,1,0.003
wescon-tools,2026-07-01 16:00:58.372,18,1,18,0.002
wescon-tools,2026-07-01 16:00:58.375,1,1,1,0.003
wescon-tools,2026-07-01 16:00:58.411,18,1,18,0.002
wescon-tools,2026-07-01 16:00:58.414,1,1,1,0.003
wescon-tools,2026-07-01 16:00:58.449,18,1,18,0.003
wescon-tools,2026-07-01 16:00:58.453,1,1,1,0.003
wescon-tools,2026-07-01 16:00:58.488,18,1,18,0.002
wescon-tools,2026-07-01 16:00:58.491,1,1,1,0.003
wescon-tools,2026-07-01 16:00:58.526,18,1,18,0.002
wescon-tools,2026-07-01 16:00:58.531,1,1,1,0.004
wescon-tools,2026-07-01 16:00:58.566,18,1,18,0.002
wescon-tools,2026-07-01 16:00:58.569,1,1,1,0.003
wescon-tools,2026-07-01 16:00:58.604,18,1,18,0.002
wescon-tools,2026-07-01 16:00:58.607,1,1,1,0.003
wescon-tools,2026-07-01 16:00:58.643,18,1,18,0.002
wescon-tools,2026-07-01 16:00:58.646,1,1,1,0.003
wescon-tools,2026-07-01 16:00:58.681,18,1,18,0.002
wescon-tools,2026-07-01 16:00:58.684,1,1,1,0.003
wescon-tools,2026-07-01 16:00:58.719,18,1,18,0.002
wescon-tools,2026-07-01 16:00:58.723,1,1,1,0.003
wescon-tools,2026-07-01 16:00:58.758,18,1,18,0.003
wescon-tools,2026-07-01 16:00:58.769,1,1,1,0.011
wescon-tools,2026-07-01 16:00:58.805,18,1,18,0.002
wescon-tools,2026-07-01 16:00:58.808,1,1,1,0.003
wescon-tools,2026-07-01 16:00:58.843,18,1,18,0.002
wescon-tools,2026-07-01 16:00:58.847,1,1,1,0.004
wescon-tools,2026-07-01 16:00:58.882,18,1,18,0.002
wescon-tools,2026-07-01 16:00:58.885,1,1,1,0.003
wescon-tools,2026-07-01 16:00:58.921,18,1,18,0.002
wescon-tools,2026-07-01 16:00:58.924,1,1,1,0.003
wescon-tools,2026-07-01 16:00:58.960,18,1,18,0.002
wescon-tools,2026-07-01 16:00:58.963,1,1,1,0.003
wescon-tools,2026-07-01 16:00:58.998,18,1,18,0.002
wescon-tools,2026-07-01 16:00:59.002,1,1,1,0.004
wescon-tools,2026-07-01 16:00:59.037,18,1,18,0.002
wescon-tools,2026-07-01 16:00:59.040,1,1,1,0.003
wescon-tools,2026-07-01 16:00:59.076,18,1,18,0.004
wescon-tools,2026-07-01 16:00:59.085,1,1,1,0.009
wescon-tools,2026-07-01 16:00:59.120,18,1,18,0.002
wescon-tools,2026-07-01 16:00:59.126,1,1,1,0.006
wescon-tools,2026-07-01 16:00:59.163,18,1,18,0.004
wescon-tools,2026-07-01 16:00:59.174,1,1,1,0.011
wescon-tools,2026-07-01 16:00:59.211,18,1,18,0.004
wescon-tools,2026-07-01 16:00:59.215,1,1,1,0.004
wescon-tools,2026-07-01 16:00:59.250,18,1,18,0.002
wescon-tools,2026-07-01 16:00:59.254,1,1,1,0.003
wescon-tools,2026-07-01 16:00:59.289,18,1,18,0.002
wescon-tools,2026-07-01 16:00:59.292,1,1,1,0.003
wescon-tools,2026-07-01 16:00:59.327,18,1,18,0.002
wescon-tools,2026-07-01 16:00:59.331,1,1,1,0.003
wescon-tools,2026-07-01 16:00:59.366,18,1,18,0.002
wescon-tools,2026-07-01 16:00:59.370,1,1,1,0.004
wescon-tools,2026-07-01 16:00:59.404,18,1,18,0.002
wescon-tools,2026-07-01 16:00:59.408,1,1,1,0.003
wescon-tools,2026-07-01 16:00:59.443,18,1,18,0.002
wescon-tools,2026-07-01 16:00:59.446,1,1,1,0.003
wescon-tools,2026-07-01 16:00:59.482,18,1,18,0.003
wescon-tools,2026-07-01 16:00:59.489,1,1,1,0.007
wescon-tools,2026-07-01 16:00:59.531,18,1,18,0.009
wescon-tools,2026-07-01 16:00:59.535,1,1,1,0.004
wescon-tools,2026-07-01 16:00:59.570,18,1,18,0.002
wescon-tools,2026-07-01 16:00:59.574,1,1,1,0.003
wescon-tools,2026-07-01 16:00:59.609,18,1,18,0.002
wescon-tools,2026-07-01 16:00:59.612,1,1,1,0.003
wescon-tools,2026-07-01 16:00:59.647,18,1,18,0.002
wescon-tools,2026-07-01 16:00:59.651,1,1,1,0.003
wescon-tools,2026-07-01 16:00:59.686,18,1,18,0.002
wescon-tools,2026-07-01 16:00:59.689,1,1,1,0.003
wescon-tools,2026-07-01 16:00:59.724,18,1,18,0.002
wescon-tools,2026-07-01 16:00:59.728,1,1,1,0.003
wescon-tools,2026-07-01 16:00:59.763,18,1,18,0.002
wescon-tools,2026-07-01 16:00:59.766,1,1,1,0.003
wescon-tools,2026-07-01 16:00:59.802,18,1,18,0.002
wescon-tools,2026-07-01 16:00:59.805,1,1,1,0.004
wescon-tools,2026-07-01 16:00:59.841,18,1,18,0.002
wescon-tools,2026-07-01 16:00:59.845,1,1,1,0.004
wescon-tools,2026-07-01 16:00:59.880,18,1,18,0.002
wescon-tools,2026-07-01 16:00:59.884,1,1,1,0.004
wescon-tools,2026-07-01 16:00:59.920,18,1,18,0.002
wescon-tools,2026-07-01 16:00:59.923,1,1,1,0.003
wescon-tools,2026-07-01 16:00:59.958,18,1,18,0.002
wescon-tools,2026-07-01 16:00:59.961,1,1,1,0.004
wescon-tools,2026-07-01 16:01:00.000,18,1,18,0.006
wescon-tools,2026-07-01 16:01:00.022,1,1,1,0.021
wescon-tools,2026-07-01 16:01:00.058,18,1,18,0.004
wescon-tools,2026-07-01 16:01:00.065,1,1,1,0.006
wescon-tools,2026-07-01 16:01:00.100,18,1,18,0.002
wescon-tools,2026-07-01 16:01:00.103,1,1,1,0.003
wescon-tools,2026-07-01 16:01:00.139,18,1,18,0.002
wescon-tools,2026-07-01 16:01:00.143,1,1,1,0.004
wescon-tools,2026-07-01 16:01:00.178,18,1,18,0.002
wescon-tools,2026-07-01 16:01:00.181,1,1,1,0.003
wescon-tools,2026-07-01 16:01:00.217,18,1,18,0.002
wescon-tools,2026-07-01 16:01:00.221,1,1,1,0.004
wescon-tools,2026-07-01 16:01:00.256,18,1,18,0.002
wescon-tools,2026-07-01 16:01:00.260,1,1,1,0.003
wescon-tools,2026-07-01 16:01:00.295,18,1,18,0.002
wescon-tools,2026-07-01 16:01:00.298,1,1,1,0.003
wescon-tools,2026-07-01 16:01:00.333,18,1,18,0.002
wescon-tools,2026-07-01 16:01:00.336,1,1,1,0.003
wescon-tools,2026-07-01 16:01:00.389,18,1,18,0.016
wescon-tools,2026-07-01 16:01:00.395,1,1,1,0.006
wescon-tools,2026-07-01 16:01:00.430,18,1,18,0.002
wescon-tools,2026-07-01 16:01:00.433,1,1,1,0.003
wescon-tools,2026-07-01 16:01:00.469,18,1,18,0.002
wescon-tools,2026-07-01 16:01:00.472,1,1,1,0.004
wescon-tools,2026-07-01 16:01:00.507,18,1,18,0.002
wescon-tools,2026-07-01 16:01:00.511,1,1,1,0.003
wescon-tools,2026-07-01 16:01:00.545,18,1,18,0.002
wescon-tools,2026-07-01 16:01:00.549,1,1,1,0.003
wescon-tools,2026-07-01 16:01:00.584,18,1,18,0.002
wescon-tools,2026-07-01 16:01:00.587,1,1,1,0.003
wescon-tools,2026-07-01 16:01:00.622,18,1,18,0.002
wescon-tools,2026-07-01 16:01:00.626,1,1,1,0.004
wescon-tools,2026-07-01 16:01:00.661,18,1,18,0.002
wescon-tools,2026-07-01 16:01:00.664,1,1,1,0.003
wescon-tools,2026-07-01 16:01:00.699,18,1,18,0.002
wescon-tools,2026-07-01 16:01:00.702,1,1,1,0.003
wescon-tools,2026-07-01 16:01:00.737,18,1,18,0.002
wescon-tools,2026-07-01 16:01:00.740,1,1,1,0.003
wescon-tools,2026-07-01 16:01:00.775,18,1,18,0.002
wescon-tools,2026-07-01 16:01:00.780,1,1,1,0.004
wescon-tools,2026-07-01 16:01:00.815,18,1,18,0.002
wescon-tools,2026-07-01 16:01:00.818,1,1,1,0.003
wescon-tools,2026-07-01 16:01:00.860,18,1,18,0.009
wescon-tools,2026-07-01 16:01:00.872,1,1,1,0.012
wescon-tools,2026-07-01 16:01:00.908,18,1,18,0.003
wescon-tools,2026-07-01 16:01:00.911,1,1,1,0.003
wescon-tools,2026-07-01 16:01:00.946,18,1,18,0.003
wescon-tools,2026-07-01 16:01:00.957,1,1,1,0.010
wescon-tools,2026-07-01 16:01:00.992,18,1,18,0.002
